filename	ttr	1st-pro	2nd-pro	3rd-pro	punct	subcorpus
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990969.txt	0.34624468587623997	0.0	0.0	0.007557864903164856	0.17005196032120926	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990972.txt	0.29990041257646893	0.0002845354958031014	0.0	0.006259780907668232	0.1870820884905392	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991034.txt	0.5850340136054422	0.006802721088435374	0.006802721088435374	0.02040816326530612	0.20408163265306123	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991041.txt	0.24556153999601038	0.0	0.00019948134849391582	0.008378216636744464	0.13524835427887494	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991051.txt	0.28105906313645623	0.00043642711667151585	0.0	0.008583066627873144	0.14896712249054408	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991063.txt	0.28171816479400746	0.0043305243445692886	0.0007022471910112359	0.02375936329588015	0.15706928838951312	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991082.txt	0.64	0.0	0.0	0.011428571428571429	0.14285714285714285	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991088.txt	0.2887015177065767	0.0003372681281618887	0.000505902192242833	0.009106239460370995	0.1566610455311973	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991111.txt	0.5788177339901478	0.0	0.0	0.019704433497536946	0.11330049261083744	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991131.txt	0.35666023166023164	0.00048262548262548264	0.0	0.01447876447876448	0.12403474903474904	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991134.txt	0.2252803261977574	0.00043687199650502403	0.000145623998835008	0.0345128877238969	0.16062327071501384	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991135.txt	0.3737275811924382	0.0	0.0	0.016480853126514785	0.12312166747455162	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991190.txt	0.40076335877862596	0.0	0.009541984732824428	0.0	0.20801526717557253	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991219.txt	0.30380673499267935	0.010004880429477794	0.0026842362127867253	0.016349438750610054	0.16788677403611518	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991255.txt	0.23186750428326672	0.0	0.0	0.006853226727584237	0.1102227298686465	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991262.txt	0.3441269841269841	0.003492063492063492	0.0019047619047619048	0.050793650793650794	0.13142857142857142	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991286.txt	0.5805243445692884	0.0	0.0	0.02247191011235955	0.1348314606741573	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991345.txt	0.2544290882107411	0.00027826732214080325	0.00027826732214080325	0.009739356274928114	0.1406177534551526	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991358.txt	0.4088176352705411	0.0	0.0	0.01002004008016032	0.1462925851703407	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991378.txt	0.2876876876876877	0.0038438438438438438	0.0007207207207207207	0.0381981981981982	0.1535135135135135	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991394.txt	0.19885896099621483	0.0003840035108892424	0.0003291458664764935	0.00658291732952987	0.13083548192440617	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991398.txt	0.30568882796435914	0.00027416038382453733	0.0	0.006854009595613434	0.1580534612748458	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991415.txt	0.28652138821630346	0.0	0.0	0.00423728813559322	0.1553672316384181	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991416.txt	0.5477941176470589	0.0	0.0	0.0	0.1323529411764706	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991424.txt	0.3654048370136698	0.005520504731861199	0.0005257623554153522	0.034437434279705574	0.1564143007360673	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991462.txt	0.28181123423767673	0.0005731753916698509	0.0005731753916698509	0.013565150936186474	0.13183034008406572	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991481.txt	0.6777777777777778	0.0	0.0	0.0	0.1	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991491.txt	0.49800796812749004	0.0	0.0	0.00796812749003984	0.1593625498007968	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991495.txt	0.33909014321819714	0.002527379949452401	0.0	0.005475989890480202	0.13858466722830665	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991512.txt	0.24329113924050633	0.00012658227848101267	0.0	0.006962025316455696	0.13911392405063291	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991514.txt	0.3333333333333333	0.0	0.0004880429477794046	0.012201073694485115	0.12005856515373353	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991516.txt	0.29612191797794574	0.0	0.0	0.005203816131830009	0.16144220047082147	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991554.txt	0.4727272727272727	0.0	0.0	0.00202020202020202	0.10303030303030303	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991555.txt	0.3510941960038059	0.0009514747859181732	0.0	0.007136060894386299	0.12131303520456709	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991577.txt	0.2792780187491255	0.0006995942353435008	0.0	0.00993423814187771	0.12718623198544843	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991608.txt	0.3315863032844165	0.0034940600978336828	0.0017470300489168414	0.0069881201956673656	0.17679944095038436	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991614.txt	0.24364338590280013	0.0	0.0	0.010621177985194722	0.12487930479562279	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991619.txt	0.3200087854162091	0.0	0.0004392708104546453	0.008126509993410937	0.13683285745662202	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991629.txt	0.4121122599704579	0.0	0.0	0.019202363367799114	0.08862629246676514	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991632.txt	0.4059196617336152	0.0	0.0	0.010570824524312896	0.09302325581395349	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991644.txt	0.3484098939929329	0.0	0.0	0.0021201413427561835	0.18869257950530036	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991652.txt	0.5208333333333334	0.0	0.0	0.0125	0.1625	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991667.txt	0.2622869844406026	0.0	0.0	0.0032106693010619906	0.16744875277846383	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991673.txt	0.24519792884583264	0.001002171371304493	0.0016702856188408218	0.014698513445799232	0.1516619341907466	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991694.txt	0.30377852600074823	0.0003741114852225963	0.0003741114852225963	0.017583239805462027	0.22259633370744483	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991704.txt	0.3115109112110611	0.0014992503748125937	0.0006663334999167084	0.021822422122272197	0.12960186573379975	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991705.txt	0.33808844507845937	0.00047551117451260106	0.00047551117451260106	0.011412268188302425	0.12315739419876368	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991727.txt	0.5546218487394958	0.0	0.0	0.025210084033613446	0.14705882352941177	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991729.txt	0.2931323283082077	0.0	0.0004187604690117253	0.013819095477386936	0.10552763819095477	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991763.txt	0.3984504703929164	0.0005534034311012728	0.0	0.021029330381848368	0.1510791366906475	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991801.txt	0.21545185756523974	0.0014783391181385783	0.001349787890474354	0.017354415734670267	0.1545185756523975	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991815.txt	0.19200202908353062	0.0002536354413256679	8.454514710855597e-05	0.008539059857964153	0.15869124112275956	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991867.txt	0.35428151414920983	0.0003675119441381845	0.0003675119441381845	0.020213156927600145	0.11650128629180448	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991881.txt	0.46474358974358976	0.0	0.0	0.011217948717948718	0.13782051282051283	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991901.txt	0.38851603281133484	0.0	0.0	0.002982848620432513	0.12826249067859807	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991916.txt	0.28028794608669017	0.007964466227599939	0.0019911165568999847	0.013018839025884516	0.15959565017613722	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991918.txt	0.23505128846634976	0.0	0.0	0.0051288466349762325	0.1393545158869152	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991922.txt	0.43322295805739514	0.0	0.0011037527593818985	0.006070640176600441	0.1467991169977925	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991925.txt	0.38506417736289383	0.0011668611435239206	0.004667444574095682	0.010501750291715286	0.12368728121353559	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991965.txt	0.5867346938775511	0.0	0.0	0.03571428571428571	0.17346938775510204	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992025.txt	0.33063154339750084	0.0	0.0	0.005741303613644039	0.14927389395474502	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992028.txt	0.5183673469387755	0.0	0.0	0.036734693877551024	0.1510204081632653	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992032.txt	0.29372364177623417	0.0014884644008930786	0.0	0.018605805011163483	0.16596378069957826	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992054.txt	0.2297911928881538	0.0002067397146991937	0.0008269588587967748	0.008166218730618152	0.16208393632416787	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992077.txt	0.3768595041322314	0.007713498622589532	0.0011019283746556473	0.03801652892561983	0.1669421487603306	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992114.txt	0.3904163393558523	0.0	0.0	0.014925373134328358	0.14218381775333858	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992121.txt	0.33903830480847597	0.00040749796251018743	0.0	0.010594947025264874	0.13202933985330073	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992154.txt	0.25498836049218493	0.005570335882939807	0.0003325573661456601	0.04348187562354506	0.16561356834053875	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992156.txt	0.3005645964795749	0.001328462304882099	0.0016605778811026237	0.013948854201262038	0.16622384589837264	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992177.txt	0.45278137128072443	0.0	0.0	0.0038809831824062097	0.16688227684346701	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992225.txt	0.30935251798561153	0.0	0.0	0.009934909215484755	0.13771839671120248	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992250.txt	0.2558680248007086	0.00011071744906997343	0.0	0.008303808680248007	0.16231178033658106	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992255.txt	0.2534939211453244	0.005226678786501534	0.002613339393250767	0.039995455061924784	0.13839336439041017	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992271.txt	0.3918164910105394	0.0	0.0006199628022318661	0.0024798512089274642	0.12337259764414135	IN
D:\python_projects\F18_DIGHT360\assignments\Mini-CORE\1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992284.txt	0.24262607040913417	0.001585791309863622	0.000528597103287874	0.02156676181414526	0.1498044190717835	IN
